Frequency (Hz),Trace 1 (V),Phase (deg),Trace 2 (V),Phase (deg)
332.03125,0.0003641542977929763,81.77742278084978,9.512501934763886e-05,40.02570845205725
341.796875,0.000477227252929735,78.47279293458415,0.0001124327027880029,16.24215827860389
351.5625,0.0005080308926810059,76.70912937696316,0.0001271086507453957,177.0409689775385
361.328125,0.0004916221595910468,73.65677312823873,0.0001301309299560115,164.316026156714
371.09375,0.000379637780310461,68.87406450653947,0.0001107572137527294,158.9937186645844
380.859375,0.0002670328833481136,59.54461366019785,7.980686355352712e-05,153.9923412175178
390.625,0.0003001783659774169,55.13465411776977,4.009898148245453e-05,138.4094616802353
400.390625,0.000340415424890549,67.83925094857163,1.97362842491564e-05,70.41797496277206
410.15625,0.0003810290600378218,83.12420838399996,3.198524859606411e-05,45.61628186118141
419.921875,0.0004113829591680754,92.21017048614669,3.885200139688046e-05,37.22010380786458
429.6875,0.0003194648658567813,117.3819145438998,2.823965370275561e-05,27.41169446169433
439.453125,0.0002614205230800824,165.7955451189843,1.032726272980215e-05,170.7024631663546
449.21875,0.00025051993743294,26.0439442334794,4.944876474990514e-05,28.84033152775442
458.984375,0.0002810680235929052,56.98226329919245,8.247790200402802e-05,56.87564717075225
468.75,0.000253807891431262,71.90677197411813,0.0001047023915399311,75.79701805567954
478.515625,0.000136640617115645,91.5542685759789,0.0001065766210912923,92.48457337999356
488.28125,0.0001313490005819317,89.57177570131685,0.0001120128024855026,105.1757067319827
498.046875,0.0002032384203348035,65.5226666673785,0.0001203837515042213,110.2138117874195
507.8125,0.0002357510540875199,56.03472299913654,0.0001163602554095229,117.0841089718241
517.578125,0.0002625408239627608,63.09491471553505,0.000111139778318994,126.3415730800611
527.34375,0.0002432846424672407,81.99134485009122,0.0001187661248388915,136.7691019066127
537.109375,0.000144862412872821,119.3549788760919,0.0001102967064895574,147.4696000286511
546.875,0.0001678012321394708,13.59171819810247,6.731030269113614e-05,153.9476222578857
556.640625,0.000287509982950235,37.17250599593671,1.208395887634416e-05,139.5170786705015
566.40625,0.000373449011808089,55.94557568783918,5.191059849554992e-05,164.596801878873
576.171875,0.0004054211519950884,59.03970330327768,0.0001053930276712006,158.0283091448019
585.9375,0.0003760162590525465,40.27966300155921,0.0001172519288499352,151.068474688935
595.703125,0.0003083643131955401,20.73375639587922,0.0001004961891553658,143.0114336031159
605.46875,0.0002845528620063742,165.3385874195634,8.109987678887698e-05,135.048529894366
615.234375,0.0003760231779365444,143.7512117550357,6.317553202143771e-05,136.7642682299592
625,0.0003515187339823262,138.0424628416119,4.776264154922248e-05,147.69474706561
634.765625,0.0003187386628444604,140.3859773701809,4.35480401842077e-05,158.9828671033823
644.53125,0.0003421039832544933,146.4990629299371,5.660479108806358e-05,168.2432326783536
654.296875,0.0003365177053414711,166.7853732198445,6.194724299863209e-05,178.1300558276963
664.0625,0.0003061080934303913,9.717867812135474,6.296502949582805e-05,13.75073313606561
673.828125,0.0002241466333999879,15.36538362385894,6.479507955404573e-05,29.87352400728338
683.59375,0.0001714584990485974,28.3542003791607,5.751047094428435e-05,56.09327026954384
693.359375,5.148437915715511e-05,119.4781404939008,5.378101005058517e-05,82.75810746388478
703.125,0.0002658649941301917,28.84890575869372,5.280094485716016e-05,99.46103465349165
712.890625,0.0004060825389034444,41.83093797441584,4.95388891111977e-05,105.0647175011469
722.65625,0.0004389616687356231,44.01286686892526,3.854015804634567e-05,97.34183690008251
732.421875,0.0003643715943417018,38.59574651332103,3.232846797982002e-05,97.81399185197225
742.1875,0.0002196748656441225,14.07558069215461,4.26380889497649e-05,122.8163827783692
751.953125,0.0001658210633059923,135.1531206921529,5.684818265144337e-05,130.4180286399806
761.71875,0.0001983839909680093,95.502956554685,5.498124613625725e-05,119.0312349299194
771.484375,0.0001862070016867294,86.196215328151,5.23860671592749e-05,98.51271184796934
781.25,8.177448607692068e-05,79.49156925472039,5.596277970378461e-05,78.92357216138598
791.015625,2.295918652343328e-05,143.8811829427033,5.320384379335515e-05,54.3183390269283
800.78125,4.076583467316879e-05,152.9626509915536,4.049732080552306e-05,30.2949889462181
810.546875,0.0001710641689673954,144.9985204336968,1.618999799810281e-05,46.65007819547532
820.3125,0.0001955485616321251,140.6595131595421,1.881351365908698e-05,132.4288732317771
830.078125,9.577892339277741e-05,122.3714210637306,2.091838934476962e-05,142.3141581880509
839.84375,4.433608771053565e-05,155.7592156984678,2.498274690676933e-05,148.8443604748322
849.609375,0.0001522910938946118,140.8110581414512,3.900710489702952e-05,153.7627497462832
859.375,0.0001710454727259389,132.7850087528584,2.856533597617176e-05,147.6002278610243
869.140625,0.0001013528520713982,92.15239313316307,3.95258374105421e-06,52.6232107378927
878.90625,5.682308044555237e-05,13.20135453165659,1.319553479246776e-05,102.0189466089311
888.671875,6.972086014491718e-05,168.3376904851788,3.521218807789474e-05,71.89455221940857
898.4375,7.222717793890646e-05,31.10045795963616,6.294690642633562e-05,62.77570657378068
908.203125,8.632762776642778e-05,154.212473053708,8.589929738316751e-05,48.13892138811654
917.96875,0.0002294537450703043,11.77744775270662,8.918732335955689e-05,37.76688540802287
927.734375,0.0002914551865170831,26.73394701403009,7.106992905004831e-05,28.7141954229113
937.5,0.0003521365439462821,20.49346877713991,4.527203425825633e-05,8.99746383219302
947.265625,0.0004551755288432913,6.192612776921095,1.943539876387939e-05,11.15411430294247
957.03125,0.0004986816538189057,1.032361529696609,3.067567398142349e-05,70.33274261433317
966.796875,0.0004725979135648291,1.353247887421659,5.328244106860468e-05,62.51799601423654
976.5625,0.0004148811670067284,6.317361218393613,6.4703899278404e-05,52.10545959975551
986.328125,0.0003391963050159115,35.43854592836789,7.640363984911655e-05,29.19028614972497
996.09375,0.0003759509308284159,77.93064475415846,8.679430780248601e-05,4.082969293837396
1005.859375,0.0003616150132772717,107.1322310619388,7.514764361333475e-05,155.8519397111865
1015.625,0.0003177975397244743,122.1156993186587,8.322266546444478e-05,123.4315363539692
1025.390625,0.0002641585371139906,116.1755325609612,0.0001006189075518617,107.8395379142449
1035.15625,8.098302202866284e-05,139.1602845786649,0.000118750455222917,99.39940928168009
1044.921875,0.0001639201943286637,93.97125525593903,0.0001455769708619034,100.6922866244689
1054.6875,0.0002947680074258746,108.9584727022057,0.0001542094390630964,106.1409666057085
1064.453125,0.0004717610632178232,110.1449330531643,0.0001426385924998853,106.8433118999883
1074.21875,0.0005976725331254819,110.9394413990257,0.0001242737536787013,97.99012104356927
1083.984375,0.0005744800757447844,111.0161978400376,0.0001076510308441383,83.91108382039415
1093.75,0.0005246402665907562,107.4340933177804,0.0001007779531283849,71.15374787759625
1103.515625,0.0004529580717923201,104.1469918780364,0.0001000056068328569,61.03370594452529
1113.28125,0.0003314697174557886,109.2325739579695,0.000103437510157035,57.05321024678688
1123.046875,0.0002643384811151334,120.3176061633601,9.902287036167355e-05,57.80029411324138
1132.8125,0.0002275761011314812,114.2630586096022,8.157470960991444e-05,56.76382317971836
1142.578125,0.0002086229320275625,103.4786515939643,6.428104646650925e-05,48.69305150716005
1152.34375,0.0002739690156196123,94.85382702849515,4.788061400211815e-05,31.35956926179976
1162.109375,0.0003033255356763282,78.22360776853333,3.594515005929703e-05,12.14466988150873
1171.875,0.0001923093130849051,64.74398921507429,3.749989476638461e-05,170.5043909166
1181.640625,6.827721750307135e-05,136.2889095855393,3.001894552183495e-05,133.0749792590718
1191.40625,0.0001769449392259409,31.20586109314291,4.05665945812923e-05,48.19698968781717
1201.171875,0.0003211184566077717,55.43769056039091,7.085720110107172e-05,39.4779212369769
1210.9375,0.0004188508934000189,50.02884885963132,8.13789731082974e-05,55.24777735465227
1220.703125,0.0004721061945294851,33.56805502455857,7.520891932487339e-05,70.4411663103516
1230.46875,0.0005238630687256578,21.15115405824055,4.940426211324071e-05,101.5146917399189
1240.234375,0.0005131152555328102,8.926215167537357,6.162490160507285e-05,164.3685119974208
1250,0.0004241670228155891,176.809535236108,9.188557352046225e-05,10.12462127166617
1259.765625,0.0002462689999287377,166.4718896734029,0.000101797804335621,28.94962819153405
1269.53125,7.752517784617259e-05,107.4185068181729,9.674848982728876e-05,36.42200503326134
1279.296875,6.956818364380365e-05,56.87019622238241,6.421968260535995e-05,37.68413016343989
1289.0625,7.39727155823335e-05,94.8394313813552,2.216811281485969e-05,52.86698051958781
1298.828125,0.0001712798055779495,96.64669923960896,3.797917784835946e-06,147.8748940400166
1308.59375,0.0002553947713375836,105.5501253491197,4.97804936755232e-06,41.75931430388576
1318.359375,0.0002868967849042473,108.7562940100379,1.763150340575102e-05,42.80878708955558
1328.125,0.000236663073561653,110.5295416812925,6.144292191213101e-05,44.53772149984862
1337.890625,0.0002214468757993412,166.1265133833338,7.856247132547638e-05,50.0584676376225
1347.65625,0.0004735454007042961,15.44490521979805,6.847926737469723e-05,68.64004637057063
1357.421875,0.0006692068765816293,15.39302123615331,5.845814318640287e-05,97.50978313366295
1367.1875,0.000735896284491786,9.920420298223998,5.747093225080006e-05,139.1027456392045
1376.953125,0.0006710374335880231,1.029478208172998,8.285000801689092e-05,156.6933537922964
1386.71875,0.0005014475289866564,166.3121312757199,9.235904936662857e-05,157.0367872495779
1396.484375,0.0003527347423877239,150.3709511522412,8.220795793687363e-05,156.5662936838822
1406.25,0.0002346619631851572,152.9697607115621,7.456732529601657e-05,135.0520080276002
1416.015625,0.0001359092734755635,2.232321582029232,7.383014602252777e-05,105.7826982059647
1425.78125,6.477729091626114e-05,24.9874308843208,5.034261578475002e-05,95.74666842403373
1435.546875,4.362628463370039e-05,45.06749281779989,2.289386959364064e-05,114.7316630306295
1445.3125,6.53639002805678e-05,39.954491414765,2.031574662890058e-05,4.17039353124744
1455.078125,2.340899912097812e-06,0.2707966180380957,4.182045291364668e-05,24.88053804682709
1464.84375,7.124006007773076e-05,15.18831468367294,4.538536451450672e-05,7.940012072573095
1474.609375,0.0001020775227671784,157.0009902276607,4.451775294484027e-05,148.1982257701847
1484.375,0.0002232752825931425,133.7564718326062,5.53439963291029e-05,117.2203059653771
1494.140625,0.0003751440017093042,126.1290654749723,5.213225373115563e-05,83.14256674552736
1503.90625,0.0004565732319582772,117.6881352460041,4.855053196772428e-05,35.66057774764753
1513.671875,0.0004809097574934247,112.2113174852932,5.050944667011434e-05,177.7466342146095
1523.4375,0.0004757302160803561,114.1777625861128,7.326298281935009e-05,147.638964432256
1533.203125,0.0003451352853406794,123.6492397404193,9.328816878391996e-05,132.2435882793912
1542.96875,0.0001754024252186495,168.9249108969065,8.162538956121104e-05,123.406823834281
1552.734375,0.0002205038483551683,36.76710731901339,6.444786739240451e-05,130.114507763368
1562.5,0.0002592258823146034,63.90093449090061,5.244214680738566e-05,150.5965377617216
1572.265625,0.0003245308299522317,81.3413165416877,4.285739646750524e-05,178.9821235914607
1582.03125,0.000296047459818428,74.05873190703197,3.130732918515501e-05,41.99593795829189
1591.796875,0.0001818103800337002,63.71114882928561,3.196869389986859e-05,119.8191846181481
1601.5625,3.447010606663879e-05,76.46645804204223,5.123932648896552e-05,163.2753459656236
1611.328125,0.0001690954647873045,57.36294932032164,7.14498757953794e-05,171.7283584540843
1621.09375,0.0003427302039719595,60.08731342474785,8.453243789506856e-05,171.472943457438
1630.859375,0.0004167867282356722,56.84062855569129,6.764810213574433e-05,178.9542680699853
1640.625,0.0004536480099113525,41.40366747121802,3.817960873287569e-05,0.9566474336576972
1650.390625,0.0004252190645206071,20.26046669678957,2.997026971759259e-05,153.2828903389216
1660.15625,0.000335463204367961,175.1032028973769,3.632931110284581e-05,135.4740454214193
1669.921875,0.0002933124058275142,150.7905414800705,4.696477129195081e-05,142.372970016113
1679.6875,0.0002518172122335894,124.8735634629488,6.070888002739611e-05,161.1299512470481
1689.453125,0.0002416485512157077,69.03951941051457,6.325446419210198e-05,173.1276649574383
1699.21875,0.0003738579692359999,40.42803176544734,5.386271329963807e-05,177.2595814601931
1708.984375,0.0003811593242178684,39.62799381912329,3.581190064727613e-05,171.6450857175732
1718.75,0.0002601462916096769,27.20992310470836,2.674818595294846e-05,96.67311786788849
1728.515625,0.0001751146223582033,153.4667648980884,5.679295444865071e-05,60.17396726405449
1738.28125,0.0001905567157824783,101.1902494694127,5.21808848587143e-05,49.0329571659567
1748.046875,0.0001293549883681927,93.7446021443786,3.142032831334264e-05,43.21699400065174
1757.8125,0.0001032874820066374,7.12324888833699,2.130674718800346e-05,31.97815361930786
1767.578125,0.0002473861976071747,32.67706119936858,1.369361927318888e-05,135.9798477005419
1777.34375,0.0003571784429038856,34.9497035925838,2.401409577695054e-05,94.77394762409136
1787.109375,0.0003178002325590799,31.24129832274638,2.901369591831572e-05,134.0603308067517
1796.875,0.0001253492955971321,15.23462287639595,4.68205007268473e-05,160.2700674004312
1806.640625,6.216949754912695e-05,19.53464329220381,4.880103680521121e-05,164.1148197064401
1816.40625,0.0002630095214800542,161.6223244572448,3.402489518008705e-05,171.5067523556312
1826.171875,0.0004348903683210986,155.0770502164364,1.325869241768968e-05,35.99747786473197
1835.9375,0.0004493426571635986,152.8134531054422,2.568533282768623e-05,135.3444013382726
1845.703125,0.0003471716836958688,144.9684382586743,4.464704133958013e-05,145.8646367060878
1855.46875,0.0001542100852035775,133.0548372934669,4.440807241045919e-05,145.4664833645257
1865.234375,8.635596990237601e-05,37.73554572803508,3.792137185277353e-05,145.1718749875072
1875,0.0001901507190441482,34.80970499562076,3.725389654524051e-05,154.4178414749191
1884.765625,0.0002528896512466869,50.65319651200938,3.967243654423286e-05,171.1720293686855
1894.53125,0.0002855345562121532,72.56817862657471,5.005769167107373e-05,7.938257021934534
1904.296875,0.0003034980743063855,105.2445676343183,6.272493793409095e-05,5.881148102623804
1914.0625,0.000256986644649077,133.3072828022237,5.829554232565465e-05,156.9774537782747
1923.828125,0.0001892065355625094,175.2954255668455,5.598745240848688e-05,120.9298438788395
1933.59375,0.0002534870126534476,18.42517305904761,5.944153298092742e-05,99.68796519396371
1943.359375,0.0002674641515441655,33.48683764009753,7.931878172926575e-05,85.44985056891878
1953.125,0.0002966351350659159,53.12738052007053,8.442322424457598e-05,70.46184338132022
1962.890625,0.0003387473059994702,58.3584069024218,6.454096321160339e-05,45.18533459939781
1972.65625,0.0003250418965509102,64.44797224978784,6.012681590838131e-05,33.8583888460022
1982.421875,0.0002626288851795236,63.20539098014731,6.589843067948966e-05,46.80274938566961
1992.1875,0.0001430909622162774,18.4811509458138,5.049045836760459e-05,49.43633127594823
2001.953125,0.0002918962251253909,131.6458283106462,2.802289237863698e-05,59.64633957238981
2011.71875,0.0004974622086656282,128.6775177869251,2.461132896044973e-05,100.7275807268875
2021.484375,0.0005833039499617026,135.5477194221255,2.028305429554683e-05,16.45443004793735
2031.25,0.0005463129933772483,150.1929435581978,6.005319985098751e-05,57.23569328451182
2041.015625,0.0005150950150812885,174.6184939470727,8.584001881654826e-05,57.65244154419477
2050.78125,0.0004875674859186202,17.52010901983969,0.0001044403650145174,49.28812430357945
2060.546875,0.0004131927892306136,37.68820649224796,0.00011938514181241,43.94160743958264
2070.3125,0.0002704037183434033,51.41815807122672,0.0001100508059566061,47.68005447121413
2080.078125,0.0001154800206831002,85.26821152951577,8.448959688591677e-05,49.53147523957546
2089.84375,9.651623105020323e-05,120.2822081493771,6.749282019241673e-05,56.58358637510809
2099.609375,0.0001403811408194767,115.1662982955189,6.948145866727149e-05,83.51462838362423
2109.375,0.000247669969568118,103.3752176910017,7.146196903321287e-05,97.89689789491756
2119.140625,0.000326491122019016,88.88428846987502,6.662173158928767e-05,95.68080373195474
2128.90625,0.0003197153581378421,86.79950521866061,6.095958821810193e-05,84.8879635570905
2138.671875,0.0001848957674995113,93.91813874140057,4.329505784804892e-05,57.33431983940777
2148.4375,8.228288617837308e-05,110.5290290100546,4.954025697777508e-05,12.03556765480686
2158.203125,0.0003217776631502196,106.4649312242862,5.132242940019132e-05,168.9213339524327
2167.96875,0.0004568982434656776,112.5364393864075,3.508283497944981e-05,121.0171228952092
2177.734375,0.000521657125247747,122.4000589170254,4.424562167099574e-05,81.77094721520082
2187.5,0.0004480241236495617,131.0545279119544,6.778414822375669e-05,64.1118183237126
2197.265625,0.000358425985219889,146.8714977713183,8.609707834039359e-05,58.39271004343976
2207.03125,0.0003669473666760852,165.1690063213857,6.630185089952012e-05,75.38274994163228
2216.796875,0.0003664832814756077,169.7000190208592,4.929635856822825e-05,103.2193117668351
2226.5625,0.0003663601967488056,157.5613995711912,2.938461534444516e-05,115.8771738519174
2236.328125,0.0004108193603188702,139.6526228579306,1.100188841409859e-05,41.37460186719301
2246.09375,0.0004808122718476911,129.8346515616687,2.799107044166587e-05,114.6647165809225
2255.859375,0.00049045410290847,120.1823173657136,4.743574777778238e-05,158.289410205472
2265.625,0.000434286507370345,100.0646553183133,6.98082257296437e-05,170.1555277384663
2275.390625,0.000389427710242731,85.98016945412847,8.760650665193428e-05,170.2534370779536
2285.15625,0.0003979318917812044,75.74292400265718,0.0001041478492533671,170.4346813853087
2294.921875,0.0004849827883634439,63.35217436796244,0.0001121369067295544,166.6299157260608
2304.6875,0.0004348909715669509,63.57650248864932,9.514066369927646e-05,157.5131566489345
2314.453125,0.0002979387488098121,83.81971755566617,4.20721760741958e-05,147.3380713154165
2324.21875,0.0002531824002397218,117.6057449270778,3.089210876299738e-05,148.3376609320064
2333.984375,0.0002227510748622317,138.8924488123492,9.870754691169173e-05,148.5169729961522
2343.75,0.0002198299604901836,144.1005023520422,0.0001396767303964011,151.8446008416221
2353.515625,0.00024480167993147,138.4442017941726,0.0001262096218037761,149.6356919036799
2363.28125,0.0001705085877289802,124.0104612599659,6.598903518087976e-05,135.2427951882565
2373.046875,9.201431339986123e-05,79.29939982630206,3.517420986608406e-05,61.03483840026256
2382.8125,3.08241487745876e-05,105.2923917406428,5.829200866908003e-05,34.94881393635403
2392.578125,0.00011824617592833,96.73140502803631,5.067741202918362e-05,28.04950973830003
2402.34375,0.0001461143096963184,133.1061104560322,2.174393034652242e-05,6.085054031622486
2412.109375,0.0001620469127444534,145.7410787676352,2.749303904101459e-05,42.54741117441922
2421.875,0.0001589737113427046,116.0430997302294,7.204553797675607e-05,52.32451203452813
2431.640625,0.0001832601616148112,111.6706707847895,8.811178789317428e-05,77.30806099258274
2441.40625,0.0001743890105782642,103.3273918778498,8.241671037736769e-05,98.70372456736689
2451.171875,0.0001808185793686853,72.75367974506179,7.556665694882104e-05,107.1701920844195
2460.9375,0.0002839842640803313,62.35415563897573,5.859656448989047e-05,105.0817459917624
2470.703125,0.0002690824177923551,58.54394682589211,1.485181429245504e-05,87.09004168432536
2480.46875,0.0001909481047454084,43.475663254476,2.310850246485269e-05,129.5619163288906
2490.234375,4.290149444895427e-05,28.75281408369324,3.912466839453335e-05,134.4335800832272
2500,9.172225683763063e-05,29.17823785498739,5.157140943089929e-05,135.4378338018792
2509.765625,0.0002539303779391156,37.78853801192977,3.997373379260557e-05,135.2230680700243
2519.53125,0.0001701674522338943,5.031210960259961,1.537338184981014e-05,151.4167931087977
2529.296875,0.0002189570989063573,134.4049887803002,1.652827907369822e-05,18.45222627643048
2539.0625,0.000270050399249758,98.70830799363125,2.268668943068037e-05,27.32977191134391
2548.828125,0.0003659780590545146,68.71652297827312,1.114555202241238e-05,55.50835838387133
2558.59375,0.003590898318326221,52.99231298919537,1.668254481895593e-05,85.69775667541131
2568.359375,0.08688986693952841,51.31182892224022,0.0001920773017688096,64.22823311547384
2578.125,0.3741455448993399,51.25367517642666,0.0007693608366549329,62.72485529950035
2587.890625,0.653841487071851,51.26465227477593,0.001318790613381437,62.19963297144778
2597.65625,0.7089558243371831,51.27926148471762,0.001409503630840724,61.758235859759
2607.421875,0.7006055169444516,51.2900045166233,0.001364859243065274,60.9622891996243
2617.1875,0.5337000574912414,51.30450539767296,0.001002373058020332,59.79115614516271
2626.953125,0.2017666921162202,51.300067287723,0.0003319266590975782,57.10239047292621
2636.71875,0.02288983041633736,50.97369248483203,2.661268095039273e-05,98.03774227054875
2646.484375,0.000158450424590149,149.2240581679112,5.857631700871208e-05,68.35830640729198
2656.25,0.000209481997262683,162.5220547708323,3.153838258833422e-05,71.61337306144036
2666.015625,0.0001978507329720178,135.361130242861,2.701463133363221e-05,112.0298022381857
2675.78125,0.0001121752992997434,85.50065024120907,3.172522550995109e-05,106.5880514315417
2685.546875,0.0001499118758599082,179.2339194604598,1.325894013530935e-05,83.03632706404484
2695.3125,0.0002205843028289115,7.80698947181845,2.600610843377719e-05,128.1049660484533
2705.078125,0.0001089683641762335,10.01114543575023,7.510921454797195e-05,123.4093229618543
2714.84375,7.014836253731829e-05,77.63037530364657,0.0001107926308796319,117.2534893002669
2724.609375,0.0002132036807441509,139.8576395916794,0.0001203368978111917,106.7864222656608
2734.375,0.000347212369580995,141.7227293935095,0.0001209710746802572,94.34380720179779
2744.140625,0.0003243020815685278,148.5834910134853,0.0001134088060551616,83.6220981200152
2753.90625,0.0002900033647463873,141.5528025616732,8.581632820421879e-05,77.5649795680601
2763.671875,0.0002838921597360339,137.1499643656881,6.257453795904072e-05,72.73494013147112
2773.4375,0.0002155047928805988,131.7052447282116,5.739572336394603e-05,57.59715151405575
2783.203125,0.000163574646614046,106.1494051499939,4.722129811134667e-05,19.99598670637711
2792.96875,0.0001654285113178846,81.73981831113952,6.143482000369573e-05,133.876997638472
2802.734375,5.064273560322564e-05,93.4810319786976,9.873773213224549e-05,111.9888360760557
2812.5,5.993493812646164e-05,97.24235813473149,9.846201788691385e-05,103.3956458710884
2822.265625,0.0001416153811046057,126.6350440882909,7.060938173505096e-05,80.78600732200712
2832.03125,0.0002018541984720066,120.262226973342,4.454642108280114e-05,27.30143622522881
2841.796875,0.0002537592827136136,104.4405971778411,6.298872629553787e-05,138.9715507349187
2851.5625,0.0002221848690174783,102.6682980357631,8.755437772945268e-05,124.9662742510679
2861.328125,0.0001912455095717592,116.297871836724,6.852629453887104e-05,137.3018156106891
2871.09375,0.0002610012247039781,144.829717241907,4.064995479748521e-05,178.1566739148345
2880.859375,0.000353509315599938,164.3070750712888,4.016697633578234e-05,41.36659135909732
2890.625,0.0004724478581580729,178.4494965683195,4.437944900987663e-05,61.36570909604953
2900.390625,0.000571385693683002,4.352343200445769,4.681024604619541e-05,80.06893925669284
2910.15625,0.0004985432105771371,179.7377477479549,5.001065090792646e-05,98.26126849927775
2919.921875,0.0004155093646552299,166.9632278953445,4.903738704854097e-05,109.4139517742472
2929.6875,0.0004358464607754775,158.4226664998386,4.414772682372277e-05,112.3470650295601
2939.453125,0.0004644087185213574,140.8329750570844,4.201562833875648e-05,120.3918753747873
2949.21875,0.0004702593677818205,127.2965966085094,4.779301392750065e-05,128.3657647111976
2958.984375,0.0003897420310013885,121.8401969078427,5.658297750703186e-05,132.9867100210906
2968.75,0.0002949358490533382,106.8833735858819,7.265569830975383e-05,134.2916346383662
2978.515625,0.0002774547016156745,81.71376136390229,8.796881031901177e-05,125.3619325322873
2988.28125,0.0003284694453484592,77.24547938788149,7.420189921426756e-05,114.4163409371836
2998.046875,0.0003553316546042931,91.54003486908945,4.78095697393609e-05,97.59092384457412
3007.8125,0.0004033468765036712,109.5825183751721,3.783401344763631e-05,59.07467116611802
3017.578125,0.000514240551919573,120.2723927173706,4.937356598313575e-05,14.35762011698047
3027.34375,0.000486753170961839,131.3034737401544,5.771529855364732e-05,1.736805206255975
3037.109375,0.0003388174569970222,144.9530504658739,4.808446022088473e-05,3.614866560854499
3046.875,0.0001482045237682452,143.0564171511602,3.458603233171798e-05,5.381772443793206
3056.640625,0.000123344616121647,172.0371118770598,8.715588448296e-06,18.91481995265827
3066.40625,0.000324842153355954,165.9919134464565,3.295203850680398e-05,175.7104961332685
3076.171875,0.0003892293282150937,169.4848531827409,5.844720278017273e-05,177.8979260804196
3085.9375,0.0003431524377319036,159.1182416700059,6.074780179504541e-05,3.92666076776784
3095.703125,0.0002595829698885589,139.1484149675029,6.446411341931747e-05,8.138767374287815
3105.46875,0.0002076725468143056,123.6843055050878,6.48795645958053e-05,9.893531987693482
3115.234375,0.0002017149336184677,124.0882913218593,6.327751831413103e-05,12.18500841107192
3125,0.0002292286084776858,165.9878431596759,7.19824356987133e-05,10.89260127386143
3134.765625,0.0003847458753229211,15.53012519983319,7.231593114027594e-05,15.36011697698059
3144.53125,0.000479239123324259,33.08188779979201,6.04016379524863e-05,19.89273271981082
3154.296875,0.000524376289105525,55.29294859134648,4.646983283738704e-05,22.63091090305092
3164.0625,0.000518145434675139,79.79951788908501,2.22176936052383e-05,52.77687064485027
3173.828125,0.0005089360468746719,102.1409691368013,3.006479512677855e-05,156.6353364889536
3183.59375,0.000471792812151547,111.3859110723547,7.013455544452333e-05,169.7192287503289
3193.359375,0.0003494953104071151,110.1584032569723,0.0001045482481552073,168.8718041549629
3203.125,0.0001570609022133772,72.91166757086158,0.0001146406671391958,166.9782747531618
