Frequency (Hz),Trace 1 (dBV),Phase (deg)
517.578125,-24.79812807108871,38.7504499004238
522.4609375,-25.22859134162144,12.12245315808595
527.34375,-26.67542634236919,176.5901008412843
532.2265625,-27.93457803912096,154.2640634387811
537.109375,-27.29277803340878,140.1539656695295
541.9921875,-29.95419878543413,134.3845078345373
546.875,-33.41876876970499,132.0540631206515
551.7578125,-30.68399989713275,131.1949153331196
556.640625,-28.31577191628994,135.8885397933082
561.5234375,-27.49883608789993,156.3837256448804
566.40625,-26.00753311899887,164.1710599755718
571.2890625,-24.65603687413923,157.8565316420121
576.171875,-24.79676705903842,153.865221026757
581.0546875,-25.31773912051453,144.5608162208401
585.9375,-24.82728475256624,131.8086791907209
590.8203125,-26.17622856217326,126.263625982182
595.703125,-32.1600012038092,114.9608932239806
600.5859375,-39.05870104048856,11.96290675818261
605.46875,-36.18496831647042,152.0440423305338
610.3515625,-47.86872997109229,119.0941935210773
615.234375,-30.60850940671942,127.822589488778
620.1171875,-25.8884742512033,126.0379558360688
625,-25.48757990409742,127.5030402388527
629.8828125,-29.1920815420195,136.4930977432086
634.765625,-35.89527965382392,149.5536837974736
639.6484375,-38.29220671995289,84.62759518594071
644.53125,-28.75678753188893,77.66565106023259
649.4140625,-24.41141514956162,75.86053971066164
654.296875,-23.36951856179165,65.54762487762196
659.1796875,-25.89776187458569,61.59846449948438
664.0625,-33.01494126454352,71.42358420988651
668.9453125,-46.93246647807507,2.715412660032025
673.828125,-33.64971736962504,62.53241611257818
678.7109375,-36.27952173510985,71.92172814543271
683.59375,-44.26357041111043,8.962643174749516
688.4765625,-43.30269719222676,0.5602132535611601
693.359375,-46.4671844742745,129.3868397719308
698.2421875,-35.55433056880477,129.4486221812505
703.125,-37.74859416573931,2.574948630354509
708.0078125,-40.04841242462579,56.68352267535553
712.890625,-35.59820310295897,31.71410411499675
717.7734375,-28.96946271626352,38.8440847915279
722.65625,-26.9220801412674,46.91579622046559
727.5390625,-25.51598500231162,55.88535629016849
732.421875,-28.82842134944341,65.29873876025651
737.3046875,-38.33103968439723,159.6578624645197
742.1875,-27.69283073095484,32.92245383690493
747.0703125,-22.54795540497963,37.64166099683604
751.953125,-19.61264279143221,31.67735699731341
756.8359375,-19.20361495070933,23.68658384902014
761.71875,-20.38042668124905,16.83777136399472
766.6015625,-22.38020235832687,4.334784394600347
771.484375,-26.71269841850405,159.5545195928308
776.3671875,-32.95359468214683,99.33033208345813
781.25,-29.00713252382124,47.92577507832065
786.1328125,-26.71826465897723,43.79576179995077
791.015625,-28.36030489618992,35.01622331553271
795.8984375,-33.79441134318895,19.29761529482867
800.78125,-42.12306950585975,139.5810387401427
805.6640625,-31.54625000176488,170.2116632049832
810.546875,-27.16301498715205,179.1166951209358
815.4296875,-23.48308072946841,171.6057505124746
820.3125,-22.13253125129332,165.7346947793876
825.1953125,-21.87394406016884,171.1796200640383
830.078125,-21.29796273970169,177.1566758536682
834.9609375,-21.96606182313414,178.6968767870319
839.84375,-24.12784446786488,1.938140157841729
844.7265625,-27.21222507427697,3.682419484099707
849.609375,-35.1168171172646,32.15950327570216
854.4921875,-30.54921044330627,112.4011988887896
859.375,-27.74993807759999,111.8517689694487
864.2578125,-27.48870786624823,101.8188897068445
869.140625,-26.25505647853799,84.574342093786
874.0234375,-25.48686466763921,68.69560330692296
878.90625,-25.61558482781619,70.81948619669774
883.7890625,-25.08666743997499,89.1046641400693
888.671875,-24.95691580819548,105.5769202504721
893.5546875,-25.33499269849147,112.2710180075707
898.4375,-27.21995473600119,110.368651494577
903.3203125,-32.791021998326,105.9211678598565
908.203125,-37.22444661639096,98.3421390373038
913.0859375,-35.35444613873528,123.4280243541592
917.96875,-33.29231925996989,155.3934681938742
922.8515625,-31.01992425583576,143.2285348067111
927.734375,-27.09150256971213,109.9267413118958
932.6171875,-25.27986869943345,89.36588323205403
937.5,-24.85514135722042,80.1466844611938
942.3828125,-25.29918910953492,75.25457658739356
947.265625,-26.92537087579157,50.10963154928657
952.1484375,-27.04528161374112,16.58136668076241
957.03125,-26.76701087970847,4.016055219192475
961.9140625,-26.45928347419167,179.1661708134648
966.796875,-28.8557193937509,156.7465794232063
971.6796875,-32.94324245190127,93.61414091418916
976.5625,-34.28496952998587,28.84003731852615
981.4453125,-33.20187726306764,169.0668054579733
986.328125,-29.95458685468558,160.2774039180089
991.2109375,-27.30361337115898,146.0684121317258
996.09375,-26.91782764511592,146.511530317206
1000.9765625,-27.44483079586939,174.5440162739504
1005.859375,-27.71029381167543,23.47135638963358
1010.7421875,-29.00098225308835,61.58559044998363
1015.625,-27.37128965248177,100.5532694409564
1020.5078125,-25.7081413740432,131.5256380712459
1025.390625,-24.389141687424,158.8428978572486
1030.2734375,-24.92573073629547,179.5266080846306
1035.15625,-25.25025586969912,26.27710766307587
1040.0390625,-24.68437574796463,45.74767247500954
1044.921875,-26.77675181966973,64.02856031434703
1049.8046875,-29.16753439659837,79.35860781990988
1054.6875,-30.40949423895371,74.16090999862999
1059.5703125,-33.05191334823681,73.62647920648894
1064.453125,-36.89196036104244,64.34889764927404
1069.3359375,-37.66683378005261,12.39726811932923
1074.21875,-34.43693669832222,165.6652675346114
1079.1015625,-30.82337917584898,156.55064763544
1083.984375,-27.06011008445774,134.7728004168426
1088.8671875,-24.71064183542563,115.4335506621827
1093.75,-24.54424427102068,105.059219005217
1098.6328125,-24.9215985207918,96.0611519719037
1103.515625,-24.78251415754389,77.63083018612816
1108.3984375,-25.22372500161183,52.486810377283
1113.28125,-26.31970930390803,29.93382644049238
1118.1640625,-27.18171846408635,12.73975319064673
1123.046875,-27.53045243963883,155.9469878197935
1127.9296875,-24.31909931710521,111.3409009279126
1132.8125,-22.46915276885609,89.26668977564766
1137.6953125,-23.49750400110622,75.070300547283
1142.578125,-26.46986629613524,57.30799447515516
1147.4609375,-29.79279534527229,2.184336184706298
1152.34375,-26.71579501298348,141.3247673881353
1157.2265625,-26.05830018796818,136.6382243560172
1162.109375,-27.04932319531393,126.1624071315805
1166.9921875,-30.16910402271356,110.7600956813592
1171.875,-35.90697022724972,99.91316486549643
1176.7578125,-36.47355407281187,55.77814324025211
1181.640625,-35.06254298373666,17.40418002466843
1186.5234375,-38.75628274521889,149.2903492410808
1191.40625,-41.30155355103067,132.9131816201854
1196.2890625,-54.38722912776679,162.986104464633
1201.171875,-33.45569627990673,166.8480665200213
1206.0546875,-26.77999339216237,159.718033094406
1210.9375,-24.17053687905205,149.7093739699241
1215.8203125,-23.41111444498765,146.3956580583774
1220.703125,-25.86921008450563,137.3037194914767
1225.5859375,-30.91692020717792,104.3741104724294
1230.46875,-33.5523620996214,64.05070916665586
1235.3515625,-35.98635556430179,49.16175640930443
1240.234375,-40.62565795920462,119.1812132324742
1245.1171875,-30.62099420411023,166.8685045697904
1250,-26.10651587096931,2.174249777981507
1254.8828125,-24.39452342354646,7.392774744129723
1259.765625,-25.65493056444635,4.902949167522361
1264.6484375,-30.75023016568527,0.6190426112874096
1269.53125,-37.66081981533483,72.38960650941169
1274.4140625,-28.30746031698198,29.02247412163533
1279.296875,-28.43533435337671,9.233299613001691
1284.1796875,-36.4037233832361,140.4600440908548
1289.0625,-29.92436205124021,44.71282449525827
1293.9453125,-25.53469807153638,29.59462943046945
1298.828125,-25.18544829601387,15.96433006094064
1303.7109375,-29.03828732671049,176.544572312377
1308.59375,-37.50995446685446,103.2239718392789
1313.4765625,-31.22217654460067,51.75341732089946
1318.359375,-26.20675483936267,44.06375997274398
1323.2421875,-23.10292327116908,32.36906794057991
1328.125,-22.54289704086177,30.73285755443938
1333.0078125,-24.20090775252651,39.7184862522628
1337.890625,-29.03875810694807,49.41001196364
1342.7734375,-33.48833880673666,120.396291831249
1347.65625,-26.64070367637432,151.7948290600388
1352.5390625,-25.08462001008404,154.8931245007668
1357.421875,-24.45440795500529,155.3161265218354
1362.3046875,-24.54845865475004,158.3047901427687
1367.1875,-26.329773408044,172.5883230850609
1372.0703125,-27.47877699517722,11.11265324504291
1376.953125,-32.37588736767639,31.71734619361768
1381.8359375,-33.59409610955512,113.7229365108477
1386.71875,-30.81606094663044,120.6344973657001
1391.6015625,-33.78622366205856,122.6241095133859
1396.484375,-36.67353969413036,133.3903523577956
1401.3671875,-32.69456295288449,82.33303767038072
1406.25,-27.76178446680582,66.52148901746537
1411.1328125,-26.35832265398,60.75478695277781
1416.015625,-23.47838901333491,52.43800725623933
1420.8984375,-22.18657829796618,48.51079900870728
1425.78125,-24.34246129486885,36.75663590092106
1430.6640625,-28.49342592011422,26.67542492740763
1435.546875,-34.12579038956633,112.2580499920519
1440.4296875,-25.78640716349877,153.0733256789288
1445.3125,-23.89496822671656,155.9442926029926
1450.1953125,-24.20760355585897,162.1469382107264
1455.078125,-26.58150479382229,5.932153354251405
1459.9609375,-27.5734194657133,54.45519267805168
1464.84375,-24.93430591636883,89.36551049756385
1469.7265625,-24.97241120318292,106.6657976329373
1474.609375,-29.6602112313282,117.6118593093673
1479.4921875,-41.95865168649186,161.8146850106347
1484.375,-33.21672974931134,80.20334135373814
1489.2578125,-31.21395507151561,101.9369937119025
1494.140625,-31.82184442322519,101.4650985532996
1499.0234375,-27.01757310011598,54.11411536316815
1503.90625,-23.51857880097975,30.61983136359838
1508.7890625,-23.62959273832341,13.54599098120294
1513.671875,-25.28158678380692,176.719251268298
1518.5546875,-28.09795735536283,134.0277865803132
1523.4375,-25.44146267292568,82.56387086574075
1528.3203125,-23.86933604918924,63.97335870868095
1533.203125,-25.5929078758567,53.5808999714006
1538.0859375,-29.26474304607454,43.16782842739442
1542.96875,-35.15591014052904,38.02114959217851
1547.8515625,-49.63274435772404,10.70118804770123
1552.734375,-41.99078858221083,53.44869525465327
1557.6171875,-34.38420820115206,11.24782660170725
1562.5,-34.52606920951692,166.8887732433414
1567.3828125,-33.83434716410265,131.2913163092865
1572.265625,-26.60121348982085,125.0333306653104
1577.1484375,-23.76465920030767,117.8799488621515
1582.03125,-23.60335991205647,115.0938474258422
1586.9140625,-22.92471252779806,119.4296913088829
1591.796875,-23.49664650552079,117.1686750102641
1596.6796875,-26.59902164048376,106.5106033492499
1601.5625,-28.41167369002918,84.71255927336625
1606.4453125,-27.69335080675856,66.85931604929289
1611.328125,-29.29649377073601,59.81472788422734
1616.2109375,-32.10083474227241,69.17846921988975
1621.09375,-31.44130284597413,91.86163334631584
1625.9765625,-30.95567400829821,119.7472099664362
1630.859375,-29.59507251771857,148.8169608681696
1635.7421875,-27.62566637032522,158.0524948387337
1640.625,-28.41037322379557,170.5393832609624
1645.5078125,-29.01878304044128,5.171897220435318
1650.390625,-26.59734845738275,178.494955064974
1655.2734375,-26.06519885889858,170.7915824360279
1660.15625,-27.82138931247275,160.2850005990763
1665.0390625,-28.23741772184868,162.8536262482487
1669.921875,-29.43523809877351,178.7092072822412
1674.8046875,-35.19411416979987,32.48874305127365
1679.6875,-37.99344581148846,93.39737742486646
1684.5703125,-43.73944454579946,118.7826432151239
1689.453125,-41.38019455283883,89.6073956993566
1694.3359375,-32.83968595935558,116.4595056467159
1699.21875,-29.28504912380124,135.0589359250154
1704.1015625,-27.29030641519567,143.2555764647093
1708.984375,-26.98337322132173,145.1852650526197
1713.8671875,-28.38804184154014,143.2088325675116
1718.75,-29.79447285793103,126.5125922493131
1723.6328125,-29.89912444270628,110.4924800287563
1728.515625,-34.2949355345271,116.7965486075914
1733.3984375,-60.99935603768962,135.2239291841977
1738.28125,-34.64045545068075,119.3154104542883
1743.1640625,-27.38887383838898,110.1186135304324
1748.046875,-23.91677382585632,116.0280483733052
1752.9296875,-24.28899701505272,117.0433348036306
1757.8125,-26.5809502401086,110.0648889488388
1762.6953125,-28.27211382349913,111.6323566694999
1767.578125,-33.0026210748382,97.05791968974471
1772.4609375,-35.40267797117614,16.16474648422523
1777.34375,-34.82519123116808,175.3243867002226
1782.2265625,-31.29796827524228,166.9362562388688
1787.109375,-26.28207497295357,160.1683223341234
1791.9921875,-26.51128985062471,158.5896684579237
1796.875,-28.19129443375451,156.9655245866639
1801.7578125,-28.54427260174459,146.5669196847385
1806.640625,-32.30250324546767,105.8266844236111
1811.5234375,-29.94061685021591,51.72494780797232
1816.40625,-27.98237402535995,55.46966445522292
1821.2890625,-27.17302488231946,61.31639080544414
1826.171875,-27.93913562188912,63.11254626368949
1831.0546875,-29.18144750292677,80.2679047434128
1835.9375,-29.54514715466965,91.83663707049313
1840.8203125,-30.42825277694027,83.03498093568511
1845.703125,-27.02486673498835,70.53169453078725
1850.5859375,-23.65718043538903,63.46127778976823
1855.46875,-23.02114434693244,57.65970032499997
1860.3515625,-23.16660067825837,52.165149595355
1865.234375,-24.09613045636545,29.52904495434666
1870.1171875,-24.98378339297974,170.3406943194514
1875,-25.57852728270091,141.5078979618559
1879.8828125,-25.28840592552039,119.9084526054349
1884.765625,-25.30022293105366,92.06949274393772
1889.6484375,-25.67658203888485,44.62608196420838
1894.53125,-23.41630324280968,8.940056370371684
1899.4140625,-22.1495184003396,178.977700554997
1904.296875,-22.47327085940105,173.8634648127706
1909.1796875,-24.36583963146527,166.6524891443824
1914.0625,-29.71097995319971,6.741347313522145
1918.9453125,-32.25613695181786,83.02610020532384
1923.828125,-31.35220965520684,121.085277452597
1928.7109375,-30.69781191792149,123.4495291334922
1933.59375,-31.82517513131534,126.3181557195129
1938.4765625,-39.19331396409306,127.6683170842971
1943.359375,-38.09400197069173,56.7618159514022
1948.2421875,-31.96018879548047,58.18244990055483
1953.125,-27.60081127115733,49.00792847292125
1958.0078125,-25.2262749349462,45.74168143590276
1962.890625,-26.8918944479456,57.83421015513017
1967.7734375,-29.06285952041055,74.78370455128155
1972.65625,-28.40892324827522,100.9357166601645
1977.5390625,-25.24761506792782,124.9431654321967
1982.421875,-23.58082781770194,123.1364877299403
1987.3046875,-24.59446225390694,109.1189362163096
1992.1875,-28.30588203575081,86.31848519438557
1997.0703125,-32.57971727398164,65.85738852900093
2001.953125,-42.23824352911728,12.02412379301954
2006.8359375,-32.70743100152483,91.729700983963
2011.71875,-26.85770325097314,58.23034153295673
2016.6015625,-23.92677290169466,46.82768589087792
2021.484375,-22.72368350836503,49.43207913878778
2026.3671875,-22.68832377169751,42.9040815726252
2031.25,-24.85083854487428,18.16907833333972
2036.1328125,-25.70077232437366,170.8216691834592
2041.015625,-23.86492725957773,163.1189909499983
2045.8984375,-22.87919811922339,160.1670718856162
2050.78125,-23.36806315345765,160.8049303049401
2055.6640625,-24.13352816543113,163.184001505465
2060.546875,-24.39869180752763,159.9038690223371
2065.4296875,-23.51364961222801,152.8441437138647
2070.3125,-24.5656855714752,153.23336077321
2075.1953125,-26.99441243638149,164.8181995597889
2080.078125,-29.24321059958477,164.0896419080082
2084.9609375,-39.9259573965261,109.9656697796454
2089.84375,-32.67979622606292,167.0824243080822
2094.7265625,-29.24418956384659,138.9072946269307
2099.609375,-27.70680550412319,123.1680257014883
2104.4921875,-25.01822289233539,106.9949208624751
2109.375,-23.53548624916112,99.39211416505705
2114.2578125,-25.8988672274925,100.502907146702
2119.140625,-29.72042153000686,108.2218976966522
2124.0234375,-31.57385625549001,111.117868931737
2128.90625,-33.35530593830789,90.56005115292773
2133.7890625,-31.61888493940546,66.95989705568036
2138.671875,-29.70027103611661,67.52746728105446
2143.5546875,-31.47722515165678,76.06429559140304
2148.4375,-36.53037205324389,110.7092210717109
2153.3203125,-32.25669643891722,10.06764633466925
2158.203125,-25.49676426526174,32.48182769036512
2163.0859375,-23.9490521952407,39.91858209848572
2167.96875,-24.81612801412201,45.06053621572217
2172.8515625,-26.50139433560202,40.51978062651301
2177.734375,-29.75807466036763,26.59930452677779
2182.6171875,-35.42258382687421,21.60349846861765
2187.5,-43.50648571117682,40.07751679655639
2192.3828125,-46.0519272993919,84.51298653275151
2197.265625,-44.9882057765216,98.54174709716102
2202.1484375,-44.52042456900469,12.07398321774328
2207.03125,-34.37723463739786,159.5032647091326
2211.9140625,-28.56741052237759,152.2060925739045
2216.796875,-25.70447986086369,146.7939943394919
2221.6796875,-26.38977958831834,140.449425683265
2226.5625,-28.00768859478643,132.0512978706327
2231.4453125,-28.42417728354943,124.8236916437349
2236.328125,-32.4793620791288,116.3051136067382
2241.2109375,-46.23593635419803,115.7935634828053
2246.09375,-39.07512863459153,48.1559013361462
2250.9765625,-32.33299181343286,46.93756285918673
2255.859375,-27.6043851307837,32.91984055979506
2260.7421875,-24.74819174297407,17.56472035965418
2265.625,-24.48959454637054,178.5768369950941
2270.5078125,-25.04246617528548,166.6597655868644
2275.390625,-27.69670500320453,160.1959599785522
2280.2734375,-32.66116405659722,131.5312597813187
2285.15625,-35.07073669464567,84.88102830981103
2290.0390625,-36.07257202570926,57.57756517218512
2294.921875,-36.81698544234071,21.3998004181841
2299.8046875,-34.20530777251723,23.28691266773886
2304.6875,-30.39118731264156,51.91227839228722
2309.5703125,-26.88331485738699,58.51297849640132
2314.453125,-25.57764574429969,61.74468744544194
2319.3359375,-26.26557677437675,73.74531703578798
2324.21875,-28.55834034769816,84.46044917296834
2329.1015625,-37.44159378255808,104.327978945082
2333.984375,-35.08063957292357,17.98787306287659
2338.8671875,-33.00774357593502,1.860060613868218
2343.75,-34.72680759828339,144.1326295538506
2348.6328125,-31.57955123586003,118.3452454241512
2353.515625,-29.51540311028396,108.0003501960365
2358.3984375,-31.40516814020546,110.3701828391528
2363.28125,-33.59718668318059,135.9059748302245
2368.1640625,-34.88482861492983,159.9355615646603
2373.046875,-37.41904735789993,169.3366632517494
2377.9296875,-36.77644830741846,122.5047557956066
2382.8125,-32.18905734813396,103.0409483873296
2387.6953125,-30.53119082810128,106.4820782666869
2392.578125,-31.13457481652384,111.8375843732638
2397.4609375,-39.22302505960661,140.4921402681665
2402.34375,-36.9804641334259,47.51025624943266
2407.2265625,-36.52936528591645,64.93110546453248
2412.109375,-35.08540507005987,84.40136951527697
2416.9921875,-30.8177261655047,63.75495396850004
2421.875,-27.39333427725987,54.96672896277959
2426.7578125,-26.60514753443979,60.72322599255541
2431.640625,-26.76760242385561,69.15709633345448
2436.5234375,-28.28313655016817,62.53905207831965
2441.40625,-29.82064472287203,15.52764411268332
2446.2890625,-27.19807135189236,158.983544997127
2451.171875,-25.84852927791706,151.3212284869499
2456.0546875,-26.58897018120386,156.1704964562338
2460.9375,-32.25013440788017,176.4100344813825
2465.8203125,-31.67356369408818,45.76268229676875
2470.703125,-26.71301221932607,36.28176650147172
2475.5859375,-24.48157644141329,29.32846138229163
2480.46875,-23.19324574271192,23.56095925407087
2485.3515625,-23.69904885566776,14.63036266226287
2490.234375,-30.43427327507254,17.60262324133832
2495.1171875,-33.63410707429073,114.9105918777884
2500,-27.35478622609048,109.8171778052461
2504.8828125,-24.98433563072372,95.17735590303596
2509.765625,-23.28303211665954,84.45721729818803
2514.6484375,-22.08421726466667,72.1026277969374
2519.53125,-23.68674950194735,55.24428313637405
2524.4140625,-26.40823402253723,34.81505550159699
2529.296875,-26.43528930992326,23.51328510233891
2534.1796875,-25.52923337290555,11.72244571322924
2539.0625,-26.98902844477516,5.452986257918632
2543.9453125,-29.14650456171592,6.991187191772394
2548.828125,-28.88174396363898,177.9475667571733
2553.7109375,-30.41024675010382,167.6871014132439
2558.59375,-34.3991304023511,148.4002251234268
2563.4765625,-35.36021498884033,127.4287944354228
2568.359375,-47.79436524544109,69.82991310301132
2573.2421875,-30.34650074016569,168.3622455943922
2578.125,-27.02893425474743,169.4741771675899
2583.0078125,-28.92173293768878,163.1409349019078
2587.890625,-30.21265751244363,173.32733075075
2592.7734375,-30.77094404106528,8.638889958136179
2597.65625,-31.53177441438508,6.513229620094906
2602.5390625,-30.33680441265755,175.3579064990766
2607.421875,-33.11692552723666,159.9286737894829
2612.3046875,-53.43767146409833,13.72241860077002
2617.1875,-31.56247263830986,127.4894116202778
2622.0703125,-27.10682148317316,112.1362833159419
2626.953125,-24.81807406227799,95.8604769278078
2631.8359375,-23.02111237058389,80.5015942222349
2636.71875,-22.38784807896172,73.09844311748996
2641.6015625,-22.691267926624,74.15929587221031
2646.484375,-23.86709494208968,79.6374827198717
2651.3671875,-28.27507003973625,80.49869182313095
2656.25,-39.15940518169,151.9862755566732
2661.1328125,-28.22938438236053,119.9055943895727
2666.015625,-25.32451499179639,122.3242458705446
2670.8984375,-24.3242051120731,119.2942310910766
2675.78125,-27.91292111210922,122.4954667812582
2680.6640625,-37.08335705760955,150.4652981488243
2685.546875,-41.62513749522272,145.6271123034768
2690.4296875,-29.50197372374445,156.9005860442081
2695.3125,-26.84583030382199,157.0459459374973
2700.1953125,-26.10866428709484,162.0199368059099
2705.078125,-26.76334916362751,160.5497659731012
2709.9609375,-32.38006298599807,138.1232377872436
2714.84375,-35.5207112521844,47.94999769189492
2719.7265625,-29.83619559949943,13.66756042019649
2724.609375,-26.4759036893538,166.0038351637859
2729.4921875,-23.4726015427674,124.1856563480847
2734.375,-20.57196294033022,97.84610903943472
2739.2578125,-19.59589306600878,91.41981164973045
2744.140625,-19.92532942139158,88.49395086430503
2749.0234375,-22.35882245603472,88.5213721922466
2753.90625,-27.21522426738978,116.8050167947431
2758.7890625,-28.11500960446662,164.7463946621502
2763.671875,-27.36126552505328,175.6625069570279
2768.5546875,-26.82819533676879,164.4472967701642
2773.4375,-27.37434730320411,145.3623986207798
2778.3203125,-28.00607549243797,114.6965687277238
2783.203125,-27.85493414632434,87.41460345827974
2788.0859375,-27.73558846409396,63.88857414191898
2792.96875,-27.97526303815107,53.57389434332162
2797.8515625,-28.88667243392948,63.47078936451456
2802.734375,-27.78613489446438,73.37062189271261
2807.6171875,-26.46365948010526,74.95995396060736
2812.5,-26.82290774673609,67.88288195813449
2817.3828125,-27.6043266812278,46.26654724555552
2822.265625,-26.98787293243676,28.9035634774255
2827.1484375,-28.01795377061816,22.13083433843363
2832.03125,-34.15144529547882,39.73102107795177
2836.9140625,-33.31290550026844,113.6414613511959
2841.796875,-32.02818948089345,143.3545692378771
2846.6796875,-32.33299347491145,22.17378430639871
2851.5625,-32.0702880340226,49.00582884789552
2856.4453125,-40.0702908236136,45.75378560639744
2861.328125,-43.94650571886838,115.7177244037885
2866.2109375,-30.87460064796302,119.4776714844442
2871.09375,-24.12762303006785,125.7055250363046
2875.9765625,-22.23548395894499,131.1364524626539
2880.859375,-22.77572876293064,142.9062057671962
2885.7421875,-22.7004971010146,153.263036206601
2890.625,-23.12843504988825,159.387021869037
2895.5078125,-25.75526737944898,174.7098566495737
2900.390625,-29.39117189129913,18.00583223755571
2905.2734375,-31.0743659790282,66.24727882719424
2910.15625,-27.49572657976358,110.8086471323131
2915.0390625,-26.66078514146722,137.6814380198134
2919.921875,-27.45222986715373,147.0121429585286
2924.8046875,-28.4120078351185,123.1472653315452
2929.6875,-29.24939463854587,86.41092078955532
2934.5703125,-28.05407176200987,56.37112595399336
2939.453125,-25.83832708614878,40.47035562177498
2944.3359375,-24.35462988501556,13.81548125122541
2949.21875,-22.87514509758359,172.3274281119201
2954.1015625,-23.44138575117485,166.1707478477319
